基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
泰康泉林量化价值精选混合A,005000,1.93亿元（2020-09-30）,8.98%,16.74%,21.54%,56.41%,57.86%,61.88%,刘伟,3年又104天,61.88%,3年又252天
前海开源事件驱动混合C,001865,0.81亿元（2020-09-30）,8.21%,9.42%,9.42%,29.91%,43.60%,96.30%,王霞,5年又78天,96.30%,6年又209天
农银区间收益混合,000259,4.09亿元（2020-09-30）,14.16%,23.12%,24.69%,76.41%,94.80%,362.27%,魏刚,320天,43.67%,2年又291天
华泰柏瑞生物医药混合A,004905,11.36亿元（2020-09-30）,11.24%,11.82%,16.82%,83.77%,169.16%,185.61%,张弘,191天,17.90%,1年又67天
大摩量化配置混合C,008305,0.10亿元（2020-09-30）,11.94%,22.14%,21.23%,42.07%,--,45.29%,陈健夫,1年又24天,45.29%,2年又163天
国泰区位优势混合,020015,3.55亿元（2020-09-30）,12.93%,24.96%,26.17%,67.34%,91.34%,426.81%,饶玉涵,2年又304天,97.08%,5年又125天
南方科技创新混合A,007340,9.34亿元（2020-09-30）,10.00%,18.14%,16.18%,72.09%,--,163.01%,王博/茅炜,1年又61天,101.77%,1年又61天/4年又343天
广发新兴产业混合A,002124,13.23亿元（2020-09-30）,5.80%,6.44%,10.42%,77.90%,101.74%,201.00%,李巍,1年又199天,131.36%,9年又115天
民生智造2025灵活配置混合,002649,2.68亿元（2020-09-30）,16.40%,27.11%,46.68%,90.57%,--,145.24%,王亮,2年又296天,141.54%,3年又69天
中信建投医药健康C,010091,1.14亿元（2020-09-24）,4.65%,4.65%,--,--,--,4.64%,谢玮/栾江伟,108天,4.64%,2年又220天/4年又320天
华泰柏瑞量化创优混合,004394,2.86亿元（2020-09-30）,12.20%,17.12%,16.87%,73.98%,95.14%,100.13%,笪篁/田汉卿,244天,50.68%,244天/7年又163天
国泰金鼎价值混合,519021,10.94亿元（2020-09-30）,12.43%,24.58%,24.42%,60.26%,69.82%,242.00%,饶玉涵,2年又304天,74.73%,5年又125天
万家和谐增长混合,519181,15.72亿元（2020-09-30）,16.57%,37.01%,30.36%,69.85%,92.94%,368.24%,莫海波,5年又235天,122.57%,5年又251天
华安新机遇灵活配置,001282,0.60亿元（2020-09-30）,3.97%,6.55%,8.82%,15.52%,36.96%,42.44%,马晓璇/舒灏,1年又32天,18.88%,2年又130天/2年又193天
兴全精选混合,163411,43.52亿元（2020-09-30）,15.98%,29.80%,30.01%,74.38%,135.34%,352.77%,陈宇,3年又126天,191.42%,5年又140天
天弘医疗健康混合A,001558,7.25亿元（2020-09-30）,10.28%,11.33%,22.47%,89.47%,139.75%,105.61%,郭相博/刘盟盟,2年又357天,147.90%,2年又358天/2年又358天
汇安量化先锋混合A,007775,0.26亿元（2020-09-30）,9.54%,17.56%,14.79%,51.37%,--,55.78%,朱晨歌/戴杰,1年又73天,55.78%,2年又337天/3年又359天
西部利得行业主题优选混合A,673040,0.70亿元（2020-09-30）,13.81%,14.48%,11.53%,36.73%,57.65%,73.10%,韩丽楠,3年又203天,62.69%,5年又160天
中融融安混合,001014,1.43亿元（2020-09-30）,-0.89%,-1.22%,-3.63%,8.55%,3.82%,8.24%,陈荔/冯琪,137天,-4.34%,137天/1年又43天
华夏蓝筹混合(LOF),160311,37.07亿元（2020-09-30）,11.11%,17.44%,18.20%,41.59%,48.08%,231.34%,马生华/罗皓亮,18天,6.94%,18天/2年又92天
长信量化价值驱动混合A,005399,2.30亿元（2020-09-30）,13.21%,21.83%,22.52%,59.93%,--,91.19%,左金保,2年又155天,91.19%,5年又305天
天弘医疗健康混合C,001559,10.76亿元（2020-09-30）,10.24%,11.21%,22.24%,88.72%,136.91%,101.85%,郭相博/刘盟盟,2年又357天,145.02%,2年又358天/2年又358天
汇安量化先锋混合C,007776,0.60亿元（2020-09-30）,9.50%,17.39%,14.50%,50.62%,--,54.85%,朱晨歌/戴杰,1年又73天,54.85%,2年又337天/3年又359天
景顺长城精选蓝筹混合,260110,36.69亿元（2020-09-30）,5.48%,18.10%,21.75%,50.58%,64.63%,205.26%,江科宏/余广,80天,12.75%,8年又214天/10年又229天
圆信永丰汇利混合(LOF),501051,3.39亿元（2020-09-30）,10.10%,19.13%,30.31%,59.67%,83.74%,88.94%,邹维/李明阳,1年又345天,120.54%,1年又351天/3年又37天
中融国企改革混合,000928,0.63亿元（2020-09-30）,15.16%,29.02%,32.21%,76.43%,94.83%,103.60%,赵睿,338天,83.92%,1年又117天
交银精选混合,519688,81.50亿元（2020-09-30）,12.95%,18.87%,25.84%,61.80%,114.25%,1363.02%,王崇,3年又212天,167.49%,6年又82天
长盛战略新兴产业混合C,001834,2.24亿元（2020-09-30）,8.43%,14.39%,21.41%,49.10%,58.20%,58.20%,孟棋/杨衡,1年又152天,64.62%,1年又226天/7年又9天
泰康泉林量化价值精选混合C,005111,0.10亿元（2020-09-30）,8.93%,16.58%,21.23%,55.63%,56.25%,60.23%,刘伟,3年又104天,60.23%,3年又252天
国投瑞银新能源混合A,007689,4.10亿元（2020-09-30）,20.66%,39.64%,41.97%,114.88%,--,138.64%,施成/伍智勇,1年又54天,138.64%,1年又288天/5年又234天
融通行业景气混合C,009277,2.73亿元（2020-09-30）,15.44%,20.75%,31.46%,--,--,49.57%,邹曦,242天,49.57%,13年又37天
嘉实增长混合,070002,32.16亿元（2020-09-30）,9.27%,14.08%,22.53%,67.94%,126.48%,2869.56%,归凯,2年又38天,143.01%,4年又307天
广发均衡价值混合,007254,3.94亿元（2020-09-30）,11.83%,20.37%,28.21%,62.52%,--,98.73%,王瑞冬/王明旭/李琛,235天,59.99%,235天/2年又86天/13年又215天
诺安汇利灵活配置混合A,005901,1.49亿元（2020-09-30）,1.97%,22.30%,21.48%,43.61%,--,61.17%,谢志华,2年又184天,61.17%,9年又266天
大摩基础行业混合,233001,2.22亿元（2020-09-30）,7.68%,17.19%,24.40%,51.87%,82.65%,403.55%,朱睿/王大鹏,1年又266天,86.77%,1年又266天/5年又355天
泓德泓业混合,001695,16.05亿元（2020-09-30）,14.00%,24.77%,38.72%,79.45%,129.48%,172.47%,苏昌景/秦毅,39天,15.88%,4年又257天/3年又223天
华宝新兴成长混合,010114,14.25亿元（2020-09-24）,13.26%,15.69%,--,--,--,15.99%,代云锋,108天,15.99%,3年又86天
富国金融地产行业混合C,011124,--亿元（--）,--,--,--,--,--,4.11%,吴畏,12天,4.11%,2年又92天
东海科技动力A,007439,0.23亿元（2020-09-30）,16.94%,25.93%,18.62%,67.39%,--,109.93%,李昂/杨红,6天,5.63%,6天/1年又199天
华商润丰灵活配置混合C,007509,1.51亿元（2020-09-30）,10.17%,19.71%,23.33%,65.41%,--,75.50%,胡中原,1年又206天,75.50%,1年又298天
交银科锐科技创新混合,008734,6.39亿元（2020-09-30）,13.08%,14.18%,18.13%,--,--,43.59%,田彧龙/杨浩,356天,43.59%,1年又242天/5年又150天
汇添富达欣混合A,001801,4.04亿元（2020-09-30）,12.65%,18.30%,27.83%,47.74%,53.88%,68.50%,胡奕/李云鑫,193天,32.48%,193天/235天
国投瑞银新能源混合C,007690,2.80亿元（2020-09-30）,20.62%,39.49%,41.68%,114.02%,--,137.57%,施成/伍智勇,1年又54天,137.57%,1年又288天/5年又234天
大成行业先锋混合C,008275,0.77亿元（2020-09-30）,16.82%,27.35%,33.69%,--,--,71.87%,魏庆国,293天,71.87%,5年又280天
易方达新丝路灵活配置混合,001373,51.25亿元（2020-09-30）,15.87%,34.19%,44.70%,92.64%,114.58%,88.40%,祁禾/张坤,1年又364天,187.20%,3年又15天/8年又106天
中银价值混合,163810,1.97亿元（2020-09-30）,11.93%,20.35%,28.73%,62.65%,72.21%,216.43%,王睿,1年又115天,80.73%,2年又53天
华泰保兴研究智选A,006385,1.98亿元（2020-09-30）,12.80%,28.63%,36.36%,85.32%,--,135.14%,赵健,2年又56天,135.14%,2年又213天
招商核心价值混合,217009,11.70亿元（2020-09-30）,14.36%,22.68%,30.21%,84.10%,105.87%,182.40%,郭锐,5年又318天,145.87%,8年又186天
汇添富医疗积极成长一年持有混合A,009664,54.83亿元（2020-08-21）,9.45%,10.55%,--,--,--,9.57%,郑磊,142天,9.57%,5年又118天
国泰新经济灵活配置混合,000742,9.86亿元（2020-09-30）,16.22%,20.13%,24.16%,81.71%,69.07%,396.83%,彭凌志,4年又28天,158.88%,5年又42天
汇添富均衡增长混合,519018,59.95亿元（2020-09-30）,10.84%,14.24%,17.08%,60.54%,62.78%,568.38%,顾耀强,1年又140天,87.26%,11年又22天
鹏华研究精选灵活配置混合,005028,27.62亿元（2020-09-30）,13.24%,19.31%,24.63%,94.00%,152.99%,156.86%,王海青/梁浩,2年又342天,156.63%,2年又342天/9年又183天
富国金融地产行业混合A,006652,2.49亿元（2020-09-30）,3.45%,7.80%,2.59%,17.08%,--,55.56%,吴畏,2年又15天,55.56%,2年又92天
中金安心回报灵活配置混合A,920011,16.05亿元（2020-09-30）,7.95%,13.72%,10.09%,--,--,20.41%,李飞,255天,20.41%,255天
金信转型创新成长混合发起式,002810,1.22亿元（2020-09-30）,17.47%,21.61%,35.99%,104.59%,69.35%,82.90%,周谧,2年又289天,75.02%,2年又312天
中融策略优选混合A,006314,11.65亿元（2020-09-30）,11.83%,15.79%,21.48%,78.81%,--,150.30%,柯海东,243天,52.12%,4年又236天
富国绝对收益多策略混合A,001641,44.55亿元（2020-09-30）,1.43%,-0.37%,2.90%,14.71%,28.35%,34.90%,于鹏,4年又84天,33.70%,5年又47天
长城消费增值混合,200006,17.01亿元（2020-09-30）,8.02%,6.67%,15.68%,52.23%,75.80%,413.46%,龙宇飞,2年又161天,90.26%,3年又85天
工银新兴制造混合C,009708,1.08亿元（2020-08-20）,19.08%,31.26%,--,--,--,31.82%,张宇帆,143天,31.82%,4年又316天
国泰聚信价值优势混合A,000362,46.32亿元（2020-09-30）,-0.08%,6.00%,5.83%,64.84%,89.15%,380.81%,程洲,7年又26天,380.81%,12年又285天
大摩卓越成长混合,233007,6.93亿元（2020-09-30）,8.12%,18.32%,24.63%,56.72%,94.57%,412.30%,王大鹏,3年又194天,101.69%,5年又355天
兴证资管金麒麟领先优势一年持有混合C,959993,0.60亿元（2020-09-30）,14.59%,30.28%,37.32%,--,--,66.18%,匡伟,255天,57.56%,272天
富安达消费主题混合,004549,0.49亿元（2020-09-30）,9.29%,14.70%,8.46%,49.61%,71.92%,84.81%,吴战峰,153天,2.98%,8年又292天
汇添富达欣混合C,002165,2.57亿元（2020-09-30）,12.56%,18.07%,27.48%,46.95%,51.90%,64.96%,胡奕/李云鑫,193天,32.10%,193天/235天
广发科创主题3年封闭混合,501078,18.78亿元（2020-09-30）,11.16%,12.71%,14.07%,82.61%,--,114.07%,李巍,1年又214天,114.07%,9年又115天
宝盈策略增长混合,213003,18.15亿元（2020-09-30）,3.89%,12.50%,2.56%,52.64%,41.76%,182.86%,朱建明/蔡丹,260天,35.29%,4年又6天/3年又159天
华夏兴和混合,519918,6.55亿元（2020-09-30）,6.20%,25.15%,24.46%,71.10%,93.47%,193.10%,李彦,212天,58.52%,212天
大成科技创新混合A,008988,2.75亿元（2020-09-30）,13.94%,25.19%,30.85%,--,--,56.48%,谢家乐/魏庆国,256天,56.48%,1年又158天/5年又280天
上投摩根慧见两年持有期,009998,21.17亿元（2020-09-17）,10.85%,15.07%,--,--,--,15.30%,李德辉,115天,15.30%,4年又54天
银华科技创新混合,008671,5.69亿元（2020-09-30）,19.72%,24.92%,23.53%,--,--,55.82%,唐能,360天,55.82%,5年又232天
华夏成长混合,000001,49.94亿元（2020-09-30）,1.78%,2.73%,1.85%,26.56%,28.29%,716.53%,董阳阳,3年又289天,44.45%,7年又307天
银华智荟内在价值灵活配置,005119,5.27亿元（2020-09-30）,21.88%,38.02%,29.20%,70.96%,83.21%,90.01%,方建,2年又80天,186.20%,2年又205天
汇添富医药保健混合A,470006,54.58亿元（2020-09-30）,14.93%,19.02%,24.26%,97.12%,156.94%,318.11%,郑磊,1年又260天,154.04%,5年又118天
海富通领先成长混合,519025,1.55亿元（2020-09-30）,12.33%,23.01%,19.72%,72.88%,77.08%,190.00%,李志,3年又195天,105.81%,3年又241天
鹏华优质治理混合(LOF),160611,15.92亿元（2020-09-30）,17.07%,23.16%,27.65%,85.44%,128.42%,117.14%,陈璇淼,1年又283天,137.21%,4年又288天
工银新兴制造混合A,009707,2.47亿元（2020-08-20）,19.12%,31.39%,--,--,--,32.02%,张宇帆,143天,32.02%,4年又316天
东财消费精选混合C,010152,0.64亿元（2020-09-23）,16.23%,19.72%,--,--,--,19.71%,吴逸,109天,19.71%,1年又39天
长盛转型升级主题灵活配置混合,001197,9.25亿元（2020-09-30）,14.08%,24.26%,34.92%,72.23%,79.84%,58.80%,吴达,2年又235天,82.95%,12年又97天
西部利得行业主题优选混合C,673043,4.13亿元（2020-09-30）,13.76%,14.46%,11.49%,36.69%,57.32%,70.41%,韩丽楠,3年又203天,62.16%,5年又160天
华泰保兴研究智选C,006386,0.06亿元（2020-09-30）,12.75%,28.43%,35.94%,84.25%,--,131.99%,赵健,2年又56天,131.99%,2年又213天
兴银先锋成长混合C,008038,0.55亿元（2020-09-30）,7.40%,14.50%,15.50%,38.49%,--,39.90%,孔晓语,1年又54天,39.90%,2年又233天
建信优势动力混合(LOF),165313,4.50亿元（2020-09-30）,14.26%,30.45%,39.80%,78.00%,115.66%,214.00%,姜锋,5年又106天,148.22%,9年又185天
兴证资管金麒麟领先优势一年持有混合A,959991,9.71亿元（2020-09-30）,14.58%,30.27%,37.32%,--,--,57.47%,匡伟,255天,57.01%,272天
嘉实泰和混合,000595,68.69亿元（2020-09-30）,11.16%,18.10%,21.95%,72.73%,128.66%,444.21%,归凯,4年又307天,208.34%,4年又307天
中欧优势成长三个月定开混合,010080,10.10亿元（2020-09-18）,16.05%,24.24%,--,--,--,24.49%,张跃鹏,114天,24.49%,5年又46天
天治新消费混合,350008,0.18亿元（2020-09-30）,16.16%,27.22%,29.83%,65.26%,44.59%,165.90%,尹维国,5年又291天,39.36%,5年又329天
建信优化配置混合,530005,19.54亿元（2020-09-30）,10.46%,16.32%,20.00%,50.33%,59.54%,243.17%,邱宇航,4年又264天,85.46%,9年又186天
长盛盛辉混合A,003169,4.29亿元（2020-09-30）,10.96%,17.03%,21.36%,48.19%,54.42%,70.29%,李琪,1年又127天,54.47%,5年又243天
大成行业先锋混合A,008274,5.31亿元（2020-09-30）,16.86%,27.49%,33.96%,--,--,72.42%,魏庆国,293天,72.42%,5年又280天
宝盈泛沿海增长混合,213002,9.57亿元（2020-09-30）,3.53%,14.22%,7.16%,30.32%,36.55%,263.90%,朱建明,340天,33.12%,4年又6天
大成优选混合(LOF),160916,42.61亿元（2020-09-30）,9.09%,12.34%,21.92%,58.19%,81.93%,420.87%,戴军,4年又231天,163.46%,5年又236天
前海开源中国成长混合,000788,0.68亿元（2020-09-30）,6.88%,16.56%,18.41%,56.03%,115.30%,125.97%,王霞,2年又301天,102.02%,6年又209天
新华泛资源优势混合,519091,5.43亿元（2020-09-30）,18.39%,27.83%,27.51%,75.12%,117.28%,517.30%,栾超,2年又228天,120.70%,4年又311天
南方核心竞争混合,202213,2.29亿元（2020-09-30）,9.95%,18.44%,24.64%,62.72%,103.77%,226.67%,卢玉珊,3年又251天,110.06%,5年又13天
大摩量化配置混合A,233015,3.30亿元（2020-09-30）,11.97%,22.22%,21.31%,42.31%,38.20%,206.98%,陈健夫,1年又140天,55.74%,2年又163天
金鹰产业整合混合,001366,1.44亿元（2020-09-30）,13.44%,32.96%,47.49%,100.98%,103.97%,64.60%,杨晓斌,1年又290天,140.64%,2年又283天
博道嘉兴一年持有期混合,010147,28.97亿元（2020-10-23）,13.63%,--,--,--,--,14.78%,张迎军,79天,14.78%,7年又195天
长安裕盛灵活配置混合C,005344,1.21亿元（2020-09-30）,8.63%,15.93%,19.41%,40.87%,51.15%,54.14%,刘兴旺,1年又12天,40.73%,6年又33天
易方达新常态灵活配置混合,001184,29.17亿元（2020-09-30）,17.79%,30.24%,37.39%,74.13%,58.61%,-19.90%,孙松,199天,54.63%,2年又17天
华泰保兴成长优选A,005904,4.49亿元（2020-09-30）,18.38%,26.69%,33.28%,84.52%,--,164.80%,尚烁徽,362天,77.12%,3年又293天
人保优势产业混合C,006420,0.28亿元（2020-09-30）,14.98%,23.27%,22.02%,48.17%,--,70.45%,彬彬,220天,45.75%,1年又361天
东财消费精选混合A,010151,0.70亿元（2020-09-23）,16.31%,19.99%,--,--,--,19.99%,吴逸,109天,19.99%,1年又39天
长盛盛辉混合C,003170,0.26亿元（2020-09-30）,10.94%,16.96%,21.24%,47.89%,55.74%,71.38%,李琪,1年又127天,53.99%,5年又243天
景顺长城绩优成长混合,007412,49.95亿元（2020-09-30）,20.04%,26.62%,42.66%,98.21%,--,115.18%,刘彦春,1年又193天,115.18%,11年又257天
平安价值成长混合C,010127,4.32亿元（2020-09-24）,11.42%,16.30%,--,--,--,16.23%,黄维,108天,16.23%,4年又146天
民生加银景气行业混合C,009720,0.00亿元（2020-09-30）,16.48%,25.70%,--,--,--,29.91%,王亮,122天,29.91%,3年又69天
嘉实主题混合,070010,29.60亿元（2020-09-30）,20.61%,32.11%,41.19%,93.04%,69.37%,591.53%,王丹,1年又53天,96.89%,2年又1天
华安优质生活混合,008133,33.05亿元（2020-09-30）,12.12%,17.01%,21.94%,--,--,53.25%,陈媛,318天,53.25%,2年又319天
长盛高端装备混合,000534,2.46亿元（2020-09-30）,11.14%,18.37%,17.04%,77.91%,93.86%,222.20%,乔培涛,3年又80天,96.70%,4年又140天
鹏华成长价值混合C,009331,10.03亿元（2020-09-30）,15.59%,26.31%,30.47%,--,--,38.65%,王宗合,237天,38.65%,10年又16天
宝盈研究精选混合C,008228,3.85亿元（2020-09-30）,15.93%,29.24%,29.81%,109.74%,--,109.72%,李进,1年又18天,109.72%,4年又88天
华安科技创新混合,008635,5.97亿元（2020-09-30）,11.65%,18.63%,15.31%,--,--,34.05%,李欣,310天,34.05%,5年又187天
富国医疗保健行业混合A,000220,19.72亿元（2020-09-30）,13.93%,15.76%,16.04%,88.81%,188.25%,412.80%,孙笑悦,219天,31.99%,276天
中欧创新成长灵活配置混合C,005276,18.95亿元（2020-09-30）,15.21%,20.17%,22.38%,74.19%,--,126.19%,王培,2年又291天,126.19%,8年又49天
富安达行业轮动混合,001660,0.56亿元（2020-09-30）,11.26%,19.00%,13.32%,30.96%,--,47.20%,朱义,153天,17.48%,2年又273天
建信汇利灵活配置混合,002573,1.02亿元（2020-09-30）,10.79%,17.81%,21.71%,57.02%,120.16%,124.78%,邱宇航,2年又253天,116.34%,9年又186天
银华瑞泰灵活配置混合,005481,8.60亿元（2020-09-30）,19.32%,31.96%,33.24%,102.04%,--,155.23%,唐能,223天,68.90%,5年又232天
信达澳银消费优选混合,610007,0.39亿元（2020-09-30）,12.30%,20.67%,23.22%,65.77%,57.75%,196.14%,曾国富,2年又303天,65.15%,11年又175天
富安达健康人生混合,001861,0.99亿元（2020-09-30）,5.70%,6.69%,7.62%,70.02%,101.53%,130.67%,纪青/李守峰,4年又26天,132.39%,4年又26天/5年又18天
金信行业优选混合发起式,002256,0.11亿元（2020-09-30）,10.68%,25.96%,30.11%,86.90%,86.16%,89.70%,孔学兵,102天,25.96%,7年又99天
融通研究优选混合,006084,3.74亿元（2020-09-30）,14.02%,22.84%,32.37%,65.30%,--,103.17%,何龙,1年又31天,76.62%,5年又136天
华富物联世界灵活配置混合,001709,0.15亿元（2020-09-30）,13.25%,27.04%,19.95%,75.89%,81.55%,108.60%,陈奇,318天,42.88%,1年又82天
鹏华成长价值混合A,009330,32.54亿元（2020-09-30）,15.67%,26.58%,31.01%,--,--,39.37%,王宗合,237天,39.37%,10年又16天
国泰聚信价值优势混合C,000363,32.39亿元（2020-09-30）,-0.11%,5.88%,5.58%,64.01%,86.45%,382.50%,程洲,7年又26天,382.50%,12年又285天
兴银先锋成长混合A,008037,0.93亿元（2020-09-30）,7.49%,14.72%,15.96%,40.08%,--,41.66%,孔晓语,1年又54天,41.66%,2年又233天
东方红睿满沪港深混合(LOF),169104,10.96亿元（2020-09-30）,15.28%,36.20%,44.13%,79.33%,109.45%,252.56%,孙伟,2年又140天,133.52%,4年又355天
民生加银景气行业混合A,690007,19.50亿元（2020-09-30）,16.52%,25.85%,39.60%,76.57%,134.18%,472.10%,王亮,2年又64天,175.45%,3年又69天
兴全社会责任混合,340007,64.73亿元（2020-09-30）,19.24%,25.12%,30.98%,69.68%,65.87%,619.75%,季文华,1年又198天,99.12%,4年又183天
光大景气先锋混合,007854,7.31亿元（2020-09-30）,12.73%,21.71%,29.32%,82.80%,--,92.85%,房雷,65天,13.48%,4年又13天
农银大盘蓝筹混合,660006,2.04亿元（2020-09-30）,11.47%,18.85%,21.31%,45.80%,52.88%,77.78%,宋永安,4年又309天,104.79%,8年又162天
金鹰智慧生活混合,002303,0.16亿元（2020-09-30）,2.63%,12.68%,9.39%,68.13%,84.36%,91.00%,王喆,1年又7天,71.61%,5年又362天
长盛同盛成长优选(LOF),160813,2.19亿元（2020-09-30）,17.35%,34.62%,54.07%,94.21%,90.31%,61.00%,郭堃,228天,91.21%,4年又230天
宝盈研究精选混合A,008227,8.00亿元（2020-09-30）,15.97%,29.42%,30.13%,110.80%,--,110.80%,李进,1年又18天,110.80%,4年又88天
招商国企改革主题混合基金,001403,3.73亿元（2020-09-30）,10.28%,19.40%,16.49%,55.58%,63.00%,67.40%,李亚,3年又236天,94.88%,6年又30天
易方达安盈回报混合,001603,4.97亿元（2020-09-30）,9.48%,18.67%,30.46%,59.46%,89.66%,140.30%,张清华,3年又329天,140.30%,7年又20天
